route_id,service_id,trip_id,trip_headsign
varanasi-indian-railw-r4,daily,varanasi-indian-railw-r4-4d0-t4,Varanasi-Sultanpur-Lucknow Line
varanasi-indian-railw-r4,daily,varanasi-indian-railw-r4-4d0-t5,Varanasi-Sultanpur-Lucknow Line
varanasi-indian-railw-r4,daily,varanasi-indian-railw-r4-4d1-t1,Varanasi-Sultanpur-Lucknow Line
varanasi-indian-railw-r4,daily,varanasi-indian-railw-r4-4d1-t2,Varanasi-Sultanpur-Lucknow Line
varanasi-indian-railw-r4,daily,varanasi-indian-railw-r4-4d1-t3,Varanasi-Sultanpur-Lucknow Line
varanasi-indian-railw-r4,daily,varanasi-indian-railw-r4-4d1-t4,Varanasi-Sultanpur-Lucknow Line
varanasi-indian-railw-r4,daily,varanasi-indian-railw-r4-4d1-t5,Varanasi-Sultanpur-Lucknow Line
varanasi-indian-railw-r5,daily,varanasi-indian-railw-r5-5d0-t1,Shabd Bhedi Superfast Express: => Ghazipur
varanasi-indian-railw-r5,daily,varanasi-indian-railw-r5-5d0-t2,Shabd Bhedi Superfast Express: => Ghazipur
varanasi-indian-railw-r5,daily,varanasi-indian-railw-r5-5d0-t3,Shabd Bhedi Superfast Express: => Ghazipur
varanasi-indian-railw-r5,daily,varanasi-indian-railw-r5-5d0-t4,Shabd Bhedi Superfast Express: => Ghazipur
varanasi-indian-railw-r5,daily,varanasi-indian-railw-r5-5d0-t5,Shabd Bhedi Superfast Express: => Ghazipur
varanasi-indian-railw-r5,daily,varanasi-indian-railw-r5-5d1-t1,Shabd Bhedi Superfast Express: => Ghazipur
varanasi-indian-railw-r5,daily,varanasi-indian-railw-r5-5d1-t2,Shabd Bhedi Superfast Express: => Ghazipur
varanasi-indian-railw-r5,daily,varanasi-indian-railw-r5-5d1-t3,Shabd Bhedi Superfast Express: => Ghazipur
varanasi-indian-railw-r5,daily,varanasi-indian-railw-r5-5d1-t4,Shabd Bhedi Superfast Express: => Ghazipur
varanasi-indian-railw-r5,daily,varanasi-indian-railw-r5-5d1-t5,Shabd Bhedi Superfast Express: => Ghazipur
